Country Name,Country Code,Series Name,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Tuvalu,TUV,Income share held by highest 10%,SI.DST.10TH.10,,,30.7,,,,,,
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,,,,,,,,,
Uganda,UGA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,46.176,45.685,45.178999999999995,44.666000000000004,44.15,43.636,43.129,42.631,42.144
Uganda,UGA,Income share held by highest 10%,SI.DST.10TH.10,,36.4,,,32.9,,,,
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,55.574,56.409,57.153,57.79600000000001,58.347,58.818999999999996,59.224,59.575,59.888999999999996
Ukraine,UKR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,11.0,11.1,10.8,11.0,11.4,11.1,10.8,10.7,10.3
Ukraine,UKR,Income share held by highest 10%,SI.DST.10TH.10,21.9,21.2,21.0,20.7,20.8,21.1,20.6,21.6,21.2
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.2514634146342,69.19,70.2653658536586,70.8092682926829,70.94414634146341,71.159512195122,71.1865853658537,71.189512195122,71.4763414634146
United Arab Emirates,ARE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.520999999999999,12.073,11.655999999999999,11.265,10.895,10.54,10.202,9.885,9.592
United Arab Emirates,ARE,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.012,76.183,76.344,76.498,76.648,76.798,76.94800000000001,77.101,77.256
United Kingdom,GBR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,12.9,12.7,12.9,12.8,12.8,12.1,12.0,11.9,11.8
United Kingdom,GBR,Income share held by highest 10%,SI.DST.10TH.10,26.3,26.5,26.7,25.3,24.6,25.3,26.1,25.4,
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.6,80.05121951219509,80.4024390243902,80.9512195121951,80.9048780487805,81.0048780487805,81.3048780487805,80.95609756097559,80.95609756097559
United States,USA,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.0,13.5,13.0,12.7,12.6,12.4,12.5,12.4,12.4
United States,USA,Income share held by highest 10%,SI.DST.10TH.10,,,29.4,,,30.2,,,30.6
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.0390243902439,78.390243902439,78.5414634146342,78.64146341463409,78.7414634146342,78.7414634146342,78.84146341463409,78.69024390243901,78.69024390243901
Upper middle income,UMC,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.719649162165,14.6895530747814,14.5365526581417,14.510385223934698,14.596745353918099,14.5102027235636,14.600584101579999,14.343035823387899,14.1715823766453
Upper middle income,UMC,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Upper middle income,UMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.3561712354907,73.6538065259833,73.8936137851468,74.1790198545248,74.4235102280132,74.6679533053731,74.8768031104745,75.0888384917493,75.29062097239141
Uruguay,URY,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.039000000000001,14.895,14.757,14.623,14.495,14.373,14.255,14.142000000000001,14.034
Uruguay,URY,Income share held by highest 10%,SI.DST.10TH.10,34.4,34.7,33.7,31.7,29.3,30.2,29.9,29.9,29.7
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.282,76.436,76.58800000000001,76.73899999999999,76.89,77.04,77.19,77.34100000000001,77.493
Uzbekistan,UZB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.664179733139896,23.3991666396563,22.7,21.5,21.0,22.5,23.3,23.5,22.8
Uzbekistan,UZB,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.319,69.665,70.005,70.322,70.604,70.844,71.039,71.192,71.314
Vanuatu,VUT,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,28.090999999999998,27.765,27.486,27.236,26.993000000000002,26.741,26.469,26.173000000000002,25.855
Vanuatu,VUT,Income share held by highest 10%,SI.DST.10TH.10,,,29.4,,,,,,
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.152,70.442,70.721,70.988,71.241,71.48100000000001,71.709,71.925,72.133
"Venezuela, RB",VEN,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.348000000000003,21.066,20.783,20.495,20.205,19.913,19.62,19.325,19.03
"Venezuela, RB",VEN,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.419,73.516,73.625,73.748,73.885,74.035,74.196,74.367,74.545
Vietnam,VNM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,17.302,17.410999999999998,17.473,17.471,17.41,17.295,17.129,16.923,16.691
Vietnam,VNM,Income share held by highest 10%,SI.DST.10TH.10,28.0,,30.9,,27.7,,26.8,,
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.777,74.946,75.117,75.294,75.476,75.663,75.855,76.05199999999999,76.253
Virgin Islands (U.S.),VIR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,15.8,15.3,14.8,13.8,13.1,13.1,13.2,13.2,13.0
Virgin Islands (U.S.),VIR,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2634146341463,77.6146341463415,77.9658536585366,78.41707317073171,78.6682926829268,78.86829268292679,78.9682926829268,79.1682926829268,79.2682926829268
West Bank and Gaza,PSE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,33.849000000000004,33.652,33.446,33.221,32.979,32.721,32.44,32.128,31.783
West Bank and Gaza,PSE,Income share held by highest 10%,SI.DST.10TH.10,,27.4,27.8,27.2,,,,,
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.11,72.277,72.444,72.613,72.783,72.954,73.126,73.29899999999999,73.473
World,WLD,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.235020508764,20.0588729309058,19.8539850836097,19.686359399401898,19.5829952696945,19.3813589201862,19.3001803747972,19.078532782016698,18.8861289369294
World,WLD,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,,,
World,WLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.08345959323279,70.40560464466691,70.6829258238569,70.9718158692994,71.21534399028191,71.4601348728572,71.6941340330603,71.85712676181281,72.03533693499259
"Yemen, Rep.",YEM,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.278,34.914,34.548,34.162,33.743,33.282,32.775,32.224000000000004,31.636
"Yemen, Rep.",YEM,Income share held by highest 10%,SI.DST.10TH.10,,,,,,,29.4,,
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.888000000000005,63.208,63.508,63.786,64.046,64.291,64.523,64.743,64.953
Zambia,ZMB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,41.36,40.844,40.361,39.917,39.506,39.125,38.771,38.441,38.131
Zambia,ZMB,Income share held by highest 10%,SI.DST.10TH.10,,,45.2,,,,,44.4,
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,53.748999999999995,55.193999999999996,56.588,57.872,59.011,59.982,60.775,61.397,61.873999999999995
Zimbabwe,ZWE,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,35.727,35.938,36.02,35.931999999999995,35.666,35.233000000000004,34.647,33.937,33.144
Zimbabwe,ZWE,Income share held by highest 10%,SI.DST.10TH.10,,,,33.8,,,,,
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,49.336999999999996,51.122,52.975,54.8,56.516000000000005,58.053000000000004,59.36,60.398,61.163000000000004
Afghanistan,AFG,Government Effectiveness: Estimate,GE.EST,-1.49608886241913,-1.48389947414398,-1.4546834230423,-1.44848775863647,-1.3601396083831798,-1.3849297761917099,-1.3313956260681201,-1.32298874855042,-1.2221063375473
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.69047737121582,-2.71268892288208,-2.57915186882019,-2.5020596981048597,-2.4185614585876496,-2.5193490982055695,-2.4110684394836404,-2.5712218284606903,-2.7491674423217796
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-1.6215826272964498,-1.67431116104126,-1.53286099433899,-1.54058647155762,-1.1931178569793701,-1.19313704967499,-1.1181821823120102,-0.997371137142181,-1.32791936397552
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.1689018011093102,-1.37549650669098,-1.40446817874908,-1.3359769582748402,-1.26743006706238,-1.24006831645966,-1.13544499874115,-1.11750531196594,-1.08621954917908
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.356763660907745,-0.25789815187454196,-0.282755494117737,-0.208206981420517,-0.267799705266953,-0.31691986322403004,-0.0855579450726509,0.0104044936597347,-0.0005732367280870679
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0308189280331135,-0.0452486053109169,-0.19148290157318104,-0.282379418611526,-0.14363159239292098,0.0919297859072685,0.48598623275756797,0.346129059791565,0.25772014260292103
Albania,ALB,Regulatory Quality: Estimate,RQ.EST,0.147539734840393,0.23828408122062697,0.229477360844612,0.23293597996234902,0.199168846011162,0.20971871912479398,0.22199034690856898,0.186667814850807,0.188962236046791
Albania,ALB,Voice and Accountability: Estimate,VA.EST,0.17493909597396898,0.14147727191448198,0.12382158637046801,0.0623337626457214,0.0220640543848276,0.0488925836980343,0.143760740756989,0.157129541039467,0.15919096767902402
Algeria,DZA,Government Effectiveness: Estimate,GE.EST,-0.6265266537666321,-0.5829369425773621,-0.47954159975051897,-0.5646154880523679,-0.5323191285133361,-0.534194886684418,-0.47755289077758795,-0.5003233551979059,-0.544694542884827
Algeria,DZA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-1.09398949146271,-1.19707822799683,-1.25936758518219,-1.36056065559387,-1.32504332065582,-1.20237147808075,-1.19053518772125,-1.0901597738266,-1.1392819881439198
Algeria,DZA,Regulatory Quality: Estimate,RQ.EST,-0.7946138381958009,-1.07380270957947,-1.1710344552993799,-1.18957388401031,-1.27686846256256,-1.16597008705139,-1.28296232223511,-1.1736047267913798,-1.17184257507324
Algeria,DZA,Voice and Accountability: Estimate,VA.EST,-0.9797122478485111,-1.03843104839325,-1.02233839035034,-1.00412118434906,-0.9060266017913822,-0.8933532238006591,-0.8151980638504029,-0.8385496735572809,-0.877241313457489
American Samoa,ASM,Government Effectiveness: Estimate,GE.EST,0.5056782364845279,0.5023151636123661,0.49284777045249895,0.4868820607662199,0.485967218875885,0.49056062102317793,0.441491037607193,0.48757803440094,0.531471788883209
American Samoa,ASM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.984192848205566,0.9456340670585629,0.9191467165946959,0.9339901804924008,0.9529908299446109,0.928985774517059,1.08068346977234,1.18135726451874,1.19253420829773
American Samoa,ASM,Regulatory Quality: Estimate,RQ.EST,0.39063310623168895,0.403685659170151,0.39566045999527,0.390297949314117,0.36323332786560103,0.366314023733139,0.18086670339107502,0.17245230078697196,0.13664747774601
American Samoa,ASM,Voice and Accountability: Estimate,VA.EST,0.967198193073273,0.9638122320175171,0.988284528255463,1.0090516805648801,1.02567172050476,1.00476729869843,,,
Andorra,AND,Government Effectiveness: Estimate,GE.EST,1.5372091531753502,1.54009580612183,1.51803267002106,1.5046894550323502,1.53135561943054,1.5393967628478997,1.7183358669281,1.7874972820282,1.86020076274872
Andorra,AND,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.33776533603668,1.29641842842102,1.27827215194702,1.30248832702637,1.2903511524200402,1.2839260101318402,1.28659331798553,1.3912882804870599,1.39604675769806
Andorra,AND,Regulatory Quality: Estimate,RQ.EST,1.3984675407409701,1.4081825017929097,1.3916916847228997,1.6174913644790603,1.56897795200348,1.56749927997589,0.8850665092468258,0.9129404425621029,0.8714089393615719
Andorra,AND,Voice and Accountability: Estimate,VA.EST,1.32532179355621,1.3229380846023602,1.3243086338043202,1.36045336723328,1.43383765220642,1.40664172172546,1.16593885421753,1.19439494609833,1.1975402832031299
Angola,AGO,Government Effectiveness: Estimate,GE.EST,-1.06221318244934,-0.960353314876556,-1.1178961992263798,-1.1535556316375701,-0.9896317124366759,-1.22317147254944,-1.1236689090728798,-1.00009155273438,-1.0393769741058299
Angola,AGO,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.36291149258613603,-0.347262442111969,-0.226182341575623,-0.36923781037330605,-0.38932254910469105,-0.39123347401619,-0.333232045173645,-0.500897765159607,-0.386640250682831
Angola,AGO,Regulatory Quality: Estimate,RQ.EST,-1.06534397602081,-1.03147339820862,-1.03592920303345,-1.09777557849884,-0.969778120517731,-1.0542242527008099,-0.988458931446075,-0.909185528755188,-1.00138103961945
Angola,AGO,Voice and Accountability: Estimate,VA.EST,-1.11934685707092,-1.1261248588562,-1.12053942680359,-1.12547838687897,-1.07624673843384,-1.11384344100952,-1.1454939842224099,-1.17719006538391,-1.16735506057739
Anguilla,AIA,Government Effectiveness: Estimate,GE.EST,1.5372091531753502,1.54009580612183,1.51803267002106,1.5046894550323502,1.53135561943054,1.5393967628478997,0.952229022979736,1.00754570960999,1.32870924472809
Anguilla,AIA,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.1161359548568701,0.8700855374336239,1.3737616539001498,1.5509276390075701,1.47692024707794,1.53397953510284,1.16425490379333,1.249272108078,1.30666780471802
Anguilla,AIA,Regulatory Quality: Estimate,RQ.EST,1.3984675407409701,1.4081825017929097,1.3916916847228997,1.3720527887344398,1.32782900333405,1.32726216316223,0.8850665092468258,0.9129404425621029,0.8714089393615719
Anguilla,AIA,Voice and Accountability: Estimate,VA.EST,0.967198193073273,0.9638122320175171,0.988284528255463,1.0090516805648801,1.02567172050476,1.00476729869843,,,
Antigua and Barbuda,ATG,Government Effectiveness: Estimate,GE.EST,0.5056782364845279,0.5023151636123661,0.49284777045249895,0.4868820607662199,0.485967218875885,0.49056062102317793,-0.0692469477653503,0.22759422659873998,0.265726029872894
Antigua and Barbuda,ATG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.813932836055756,0.721324443817139,0.9049993753433231,0.9575882554054259,0.975788056850433,0.958863377571106,0.984550714492798,1.00472450256348,1.01384449005127
Antigua and Barbuda,ATG,Regulatory Quality: Estimate,RQ.EST,0.642591655254364,0.654809832572937,0.644668281078339,0.635736644268036,0.604382276535034,0.606551170349121,0.532966613769531,0.37407821416854903,0.34137073159217796
Antigua and Barbuda,ATG,Voice and Accountability: Estimate,VA.EST,0.573908567428589,0.589428126811981,0.495848953723907,0.51117467880249,0.6400569677352911,0.6189556717872621,0.558710753917694,0.5949473381042479,0.6460171937942499
Argentina,ARG,Government Effectiveness: Estimate,GE.EST,-0.146811857819557,-0.31826484203338595,-0.16279000043869,-0.120056129992008,-0.23857522010803198,-0.277548879384995,-0.15913525223732,-0.0749032497406006,0.176795974373817
Argentina,ARG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.0852221846580505,-0.23240557312965401,-0.0847978666424751,0.158993661403656,0.10304054617881801,0.0653142631053925,-0.00512187136337161,0.014785380102693998,0.22189205884933497
Argentina,ARG,Regulatory Quality: Estimate,RQ.EST,-0.737520456314087,-0.8450356125831601,-0.762368559837341,-0.722209930419922,-0.9292171597480771,-0.957261025905609,-1.07425677776337,-0.9114419221878051,-0.469679564237595
Argentina,ARG,Voice and Accountability: Estimate,VA.EST,0.35889592766761796,0.280047506093979,0.361689448356628,0.34494182467460605,0.295209914445877,0.2769878804683689,0.345320522785187,0.41175308823585494,0.54084712266922
Armenia,ARM,Government Effectiveness: Estimate,GE.EST,-0.17269392311573004,-0.029734781011938997,-0.183843538165092,-0.128958895802498,-0.0422713384032249,0.0690114721655846,-0.198050931096077,-0.16071256995201097,-0.14918707311153398
Armenia,ARM,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.00936526525765657,0.227774754166603,0.071855328977108,-0.06386898458003999,0.154794976115227,0.11038514226675,-0.297135800123215,-0.25233262777328497,-0.6008660197258001
Armenia,ARM,Regulatory Quality: Estimate,RQ.EST,0.33786773681640603,0.29625591635704,0.309482276439667,0.27320671081542997,0.3493369519710539,0.25260704755783103,0.21342448890209198,0.241806879639626,0.24997960031032604
Armenia,ARM,Voice and Accountability: Estimate,VA.EST,-0.857629656791687,-0.87647545337677,-0.8475550413131709,-0.690779805183411,-0.570491433143616,-0.588030755519867,-0.5620829463005071,-0.5362708568572999,-0.6172832846641539
Aruba,ABW,Government Effectiveness: Estimate,GE.EST,1.2793264389038101,1.5005680322647101,1.25171887874603,1.24213135242462,1.2547320127487198,1.22707378864288,0.8916513919830319,0.883769929409027,0.89626556634903
Aruba,ABW,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.31914067268372,1.12249946594238,1.10084736347198,1.2857377529144298,1.26388156414032,1.3122262954711899,1.16456782817841,1.2309212684631299,1.2763165235519398
Aruba,ABW,Regulatory Quality: Estimate,RQ.EST,0.894550323486328,1.2916548252105702,1.3470776081085198,1.32282996177673,1.4089161157608,1.4291106462478602,1.25043201446533,1.37149620056152,1.34767949581146
Aruba,ABW,Voice and Accountability: Estimate,VA.EST,0.967198193073273,1.2523443698883099,1.28188395500183,1.2735878229141202,1.2846497297286998,1.27805924415588,1.2768224477767902,1.2738553285598797,1.2690666913986202
Australia,AUS,Government Effectiveness: Estimate,GE.EST,1.79396975040436,1.70578730106354,1.76875591278076,1.69595015048981,1.6214400529861497,1.63986945152283,1.60711467266083,1.56480348110199,1.5847973823547399
Australia,AUS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.9556448459625241,0.855688989162445,0.888859868049622,0.935710072517395,0.997997224330902,1.03107297420502,1.03219199180603,0.8849798440933231,0.9638974070549008
Australia,AUS,Regulatory Quality: Estimate,RQ.EST,1.7659193277359,1.819983959198,1.6984150409698502,1.85860860347748,1.7864677906036397,1.80086755752563,1.8637083768844598,1.78868412971497,1.89710128307343
Australia,AUS,Voice and Accountability: Estimate,VA.EST,1.36807608604431,1.38379180431366,1.41976571083069,1.4537210464477501,1.4991903305053702,1.43641376495361,1.3617160320282,1.3554999828338603,1.30053472518921
Austria,AUT,Government Effectiveness: Estimate,GE.EST,1.78083968162537,1.66657960414886,1.8417626619338998,1.6177613735199,1.57587254047394,1.58847713470459,1.57258570194244,1.47938799858093,1.5135078430175801
Austria,AUT,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,1.33920586109161,1.19060218334198,1.15264821052551,1.1935216188430802,1.34056687355042,1.36410057544708,1.2707004547119098,1.14307928085327,0.8172176480293271
Austria,AUT,Regulatory Quality: Estimate,RQ.EST,1.6063437461853,1.4525866508483898,1.45281541347504,1.38263404369354,1.52418923377991,1.4906792640686002,1.4877302646636998,1.40326571464539,1.44045090675354
Austria,AUT,Voice and Accountability: Estimate,VA.EST,1.35846436023712,1.39284563064575,1.430291056633,1.40244364738464,1.4487730264663703,1.45656740665436,1.3913213014602699,1.3834401369094802,1.29030895233154
Azerbaijan,AZE,Government Effectiveness: Estimate,GE.EST,-0.773533463478088,-0.658119440078735,-0.806934356689453,-0.765148282051086,-0.782640159130096,-0.475038588047028,-0.36381542682647705,-0.257282048463821,-0.156112611293793
Azerbaijan,AZE,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-0.333474814891815,-0.275940150022507,-0.238546922802925,-0.5321359634399411,-0.715751826763153,-0.412859916687012,-0.559909522533417,-0.7295655608177191,-0.870391666889191
Azerbaijan,AZE,Regulatory Quality: Estimate,RQ.EST,-0.35492101311683705,-0.30805751681327803,-0.372376084327698,-0.371966302394867,-0.45559075474739097,-0.40831229090690596,-0.277141571044922,-0.254719287157059,-0.28215834498405495
Azerbaijan,AZE,Voice and Accountability: Estimate,VA.EST,-1.32513213157654,-1.2597562074661297,-1.30458843708038,-1.3018475770950302,-1.29948163032532,-1.40276944637299,-1.47917783260345,-1.55230331420898,-1.60271906852722
"Bahamas, The",BHS,Government Effectiveness: Estimate,GE.EST,1.14958500862122,1.0085012912750202,1.07574617862701,0.9800856113433841,0.989576816558838,0.872554957866669,0.728960156440735,0.7129299640655521,0.717308938503265
"Bahamas, The",BHS,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.774838745594025,0.860551536083221,0.9936922192573551,1.10362148284912,1.18402600288391,1.13482463359833,0.9564701318740841,0.9074764847755429,0.90334540605545
